"Country_Name","Country_Code","año","escanos","PBI","educacion_superior","estabilidad_politica","fuerza_laboral","corrupcion","igualdad","region"
"Grenada","GRD","2020",46.6666666666667,-13.7566222572107,44.6761207580566,1.03254508972168,57.75,0.357017993927002,3.5,"Latin America & Caribbean"
"Guatemala","GTM","2020",19.375,-1.79185769458479,31.737979888916,-0.415842652320862,36.87,-1.13400268554688,3,"Latin America & Caribbean"
"Guinea","GIN","2020",16.6666666666667,4.92026637152216,25.4051609039307,-0.669287204742432,41.85,-0.974657475948334,3,"Africa"
"Guinea-Bissau","GNB","2020",13.7254901960784,1.50000000000006,63.5579681396484,-0.721676051616669,48.396,-1.3631352186203,2,"Africa"
"Guyana","GUY","2020",35.7142857142857,43.479651716849,31.737979888916,-0.13758060336113,38.856,-0.173361897468567,3,"Latin America & Caribbean"
"Haiti","HTI","2020",17.6128093158661,-3.30550546965893,51.0269393920898,-1.02747869491577,61.48,-1.3464127779007,2.5,"Latin America & Caribbean"
"Honduras","HND","2020",21.09375,-8.96508223267296,30.7380790710449,-0.448519617319107,47.515,-0.988052368164063,3.5,"Latin America & Caribbean"
"Hungary","HUN","2020",12.0603015075377,-4.48704604765308,169.243621826172,0.836977124214172,48.164,0.069760337471962,2.5,"Europe Eastern"
"Iceland","ISL","2020",38.0952380952381,-6.94045309489034,58.7222595214844,1.37493765354156,69.141,1.667649269104,4,"Europe Western"
"India","IND","2020",14.3646408839779,-5.77772470687434,34.3033218383789,-0.841136157512665,25.945,-0.292916029691696,3,"Asia"
"Indonesia","IDN","2020",20.3478260869565,-2.06551182934165,11.2469501495361,-0.462322682142258,53.167,-0.454076617956162,4,"Asia"
"Iran, Islamic Rep.","IRN","2020",5.59440559440559,3.33028845926594,25.4051609039307,-1.69916200637817,13.811,-1.11073660850525,2.5,"Asia"
"Iraq","IRQ","2020",26.4437689969605,-12.0367930920856,71.8813705444336,-2.47469043731689,10.761,-1.33412349224091,2.5,"Asia"
"Ireland","IRL","2020",22.5,6.61719466830968,54.9326095581055,0.965446054935455,55.094,1.53513503074646,3,"Europe Western"
"Israel","ISR","2020",27.5,-1.85728927811242,47.9888801574707,-0.88781064748764,59.393,0.536935448646545,3.5,"Asia"
"Italy","ITA","2020",35.7142857142857,-8.97419212060699,51.0269393920898,0.39929535984993,39.834,0.509864330291748,3,"Europe Western"
"Jamaica","JAM","2020",28.5714285714286,-9.92032245054413,58.3586616516113,0.258638471364975,57.85,-0.0465457551181316,3,"Latin America & Caribbean"
"Japan","JPN","2020",9.89247311827957,-4.14711889947692,44.6991882324219,1.02606689929962,53.126,1.46393418312073,3.5,"Asia"
"Jordan","JOR","2020",11.5384615384615,-1.10275188309046,44.8023681640625,-0.267881631851196,14.942,0.0385518856346607,2,"Asia"
"Kazakhstan","KAZ","2020",27.1028037383178,-2.49999999628,71.5511016845703,-0.257630288600922,63.694,-0.377906501293182,3,"Asia"
"Kenya","KEN","2020",21.7765042979943,-0.272766327438816,34.3033218383789,-1.00722682476044,71.258,-0.876583576202393,3.5,"Africa"
"Kiribati","KIR","2020",8.88888888888889,-0.641025641025635,58.7222595214844,1.16373264789581,51.982,0.46734556555748,3.5,"Oceania"
"Korea, Dem. People's Rep.","PRK","2020",17.6128093158661,-1.60000673705524,25.6896591186523,-0.378693789243698,68.132,-1.70310807228088,3,"Asia"
"Korea, Rep.","KOR","2020",19,-0.709415359397681,54.9326095581055,0.608559489250183,53.089,0.698436558246613,3.5,"Asia"
"Kuwait","KWT","2020",6.34920634920635,-5.27402060452467,52.7816390991211,0.225190043449402,46.065,-0.0917352288961411,3.5,"Asia"
"Kyrgyz Republic","KGZ","2020",16.5217391304348,-7.14897757727955,31.737979888916,-0.45618799328804,53.173,-1.12446999549866,4.5,"Asia"
"Lao PDR","LAO","2020",27.5167785234899,0.503031829018681,15.2254400253296,0.693885385990143,55.303,-1.08248507976532,4,"Asia"
"Latvia","LVA","2020",30,-3.51380284197906,61.1654205322266,0.462128847837448,56,0.693269371986389,4,"Europe Eastern"
"Lebanon","LBN","2020",4.6875,-21.3998996914321,169.243621826172,-1.62113451957703,26.418,-1.17946791648865,1.5,"Asia"
"Lesotho","LSO","2020",23.3333333333333,-7.4587170594629,45.8221015930176,-0.253533631563187,56.943,-0.141579404473305,4,"Africa"
"Liberia","LBR","2020",12.3287671232877,-2.98249127649473,44.8023681640625,-0.314182639122009,71.463,-0.90572464466095,3,"Africa"
"Libya","LBY","2020",15.9574468085106,-58.318230419936,77.8389434814453,-2.46227836608887,33.001,-1.58395659923553,3,"Africa"
"Liechtenstein","LIE","2020",12,-8.15677876534716,0.862070024013519,1.66911089420319,49.491,1.9594247341156,3,"Europe Western"
"Lithuania","LTU","2020",26.9503546099291,-0.0246124952916773,71.7035903930664,0.921403408050537,57.08,0.778642654418945,4,"Europe Eastern"
"Luxembourg","LUX","2020",30,-0.909829798886719,10.3292598724365,1.21239566802979,57.018,2.023770570755,4,"Europe Western"
"Madagascar","MDG","2020",17.8807947019868,-7.13767162064489,4.21081018447876,-0.509343922138214,82.087,-1.00964295864105,4,"Africa"
"Malawi","MWI","2020",22.9166666666667,0.799998330902724,30.7380790710449,-0.118913285434246,63.157,-0.392753958702087,3.5,"Africa"
"Malaysia","MYS","2020",14.8648648648649,-5.45684658426701,75.2202606201172,0.124463096261024,51.664,0.229109853506088,3,"Asia"
"Maldives","MDV","2020",4.59770114942529,-32.9088287752921,169.243621826172,0.362981379032135,39.255,-0.339506417512894,3.5,"Asia"
"Mali","MLI","2020",27.891156462585,-1.235450447077,45.5718193054199,-2.14628767967224,50.625,-0.80155736207962,3,"Africa"
"Malta","MLT","2020",13.4328358208955,-8.15677876534716,49.7216987609863,0.998400986194611,51.982,0.342205673456192,3.5,"Europe Western"
"Marshall Islands","MHL","2020",6.06060606060606,-2.84598166138942,76.215690612793,0.983442306518555,47.488,0.46734556555748,3,"Oceania"
"Mauritania","MRT","2020",20.2614379084967,-0.360657378942108,45.5718193054199,-0.700950503349304,26.007,-0.815018534660339,3.5,"Africa"
"Mauritius","MUS","2020",20,-14.5465381490166,59.5216789245605,0.872974157333374,42.594,0.441281765699387,3.5,"Africa"
"Mexico","MEX","2020",48.2,-8.62455573080136,31.737979888916,-0.791369318962097,41.49,-0.921504735946655,4,"Latin America & Caribbean"
"Micronesia, Fed. Sts.","FSM","2020",0,-1.9607843137255,72.5705871582031,1.1187299489975,43.737,0.875658690929413,3,"Oceania"
"Moldova","MDA","2020",24.7524752475248,-8.27597831976949,52.4653015136719,-0.340128064155579,68.027,-0.571009993553162,3,"Europe Eastern"
"Monaco","MCO","2020",33.3333333333333,-13.0110935023772,44.6991882324219,1.1772255897522,60.461,1.26600527763367,3,"Europe Western"
"Mongolia","MNG","2020",17.3333333333333,-4.55775197583431,76.215690612793,0.71777218580246,53.497,-0.494477480649948,3.5,"Asia"
"Montenegro","MNE","2020",22.2222222222222,-15.3068937570407,72.5705871582031,-0.0612264648079872,46.516,-0.0429740846157074,3.5,"Europe Eastern"
"Morocco","MAR","2020",20.5063291139241,-7.17820744246774,19.4772605895996,-0.359539151191711,20.783,-0.412526339292526,3,"Africa"
"Mozambique","MOZ","2020",42.4,-1.21952250306097,49.7216987609863,-1.28161418437958,77.601,-0.774722814559937,3.5,"Africa"
"Myanmar","MMR","2020",16.8253968253968,-9.04834717984643,49.7216987609863,-1.51170456409454,44.745,-0.680532872676849,3,"Asia"
"Namibia","NAM","2020",43.2692307692308,-8.1014007457625,25.6896591186523,0.512376427650452,54.163,0.284111678600311,4,"Africa"
"Nauru","NRU","2020",10.5263157894737,1.57480314960559,44.8023681640625,0.7760409116745,53.497,0.599186837673187,3.5,"Oceania"
"Nepal","NPL","2020",32.7272727272727,-2.3696206292072,1.54579997062683,-0.180229142308235,28.118,-0.598265945911407,3.5,"Asia"
"Netherlands","NLD","2020",33.3333333333333,-3.88608391819609,54.077018737793,0.830863893032074,59.887,2.00024700164795,3,"Europe Western"
"New Zealand","NZL","2020",48.3333333333333,-0.424906457573115,53.9551811218262,1.46777844429016,65.201,2.11714220046997,3,"Oceania"
"Nicaragua","NIC","2020",47.2527472527472,-1.75538036103812,31.737979888916,-0.58572518825531,47.488,-1.1801438331604,4,"Latin America & Caribbean"
"Niger","NER","2020",16.9590643274854,3.55064109436891,25.4051609039307,-1.66716468334198,61.524,-0.665765345096588,3,"Africa"
"Nigeria","NGA","2020",7.22222222222222,-1.79425308274458,31.737979888916,-1.89196145534515,51.549,-1.1208575963974,3,"Africa"
"North Macedonia","MKD","2020",39.1666666666667,-4.68845000956652,28.0155601501465,0.112023413181305,43.737,-0.493940472602844,4,"Europe Eastern"
"Norway","NOR","2020",41.4201183431953,-1.2781717845226,75.2202606201172,1.22151875495911,60.235,2.06585383415222,4,"Europe Western"
"Oman","OMN","2020",2.32558139534884,-3.37971439992238,36.8935203552246,0.419728547334671,29.562,0.203061416745186,2,"Asia"
"Pakistan","PAK","2020",20.1754385964912,-1.27408744338709,45.5718193054199,-1.79264628887177,23.661,-0.856762230396271,2.5,"Asia"
"Palau","PLW","2020",6.25,-7.56802122871169,65.2590179443359,1.1660121679306,62.057,0.599186837673187,3,"Oceania"
"Panama","PAN","2020",22.5352112676056,-17.6683327218533,19.2982997894287,0.235460698604584,49.491,-0.584034085273743,3.5,"Latin America & Caribbean"
"Papua New Guinea","PNG","2020",0,-3.16738117629639,59.6117095947266,-0.653707087039948,46.181,-0.596712231636047,2.5,"Oceania"
"Paraguay","PRY","2020",16.25,-0.819785390971916,30.7380790710449,0.0166849344968796,57.109,-0.857943475246429,3,"Latin America & Caribbean"
"Peru","PER","2020",26.1538461538462,-10.9333065010382,47.9888801574707,-0.35773891210556,59.924,-0.524174213409424,3.5,"Latin America & Caribbean"
"Philippines","PHL","2020",27.9605263157895,-9.5182947406494,2.22266006469727,-0.778701364994049,42.519,-0.510496735572815,3,"Asia"
"Poland","POL","2020",28.695652173913,-2.02007073357655,55.7338409423828,0.49156528711319,48.69,0.618777275085449,3,"Europe Eastern"
"Portugal","PRT","2020",40,-8.3005165411776,65.2590179443359,1.00865364074707,53.598,0.721121430397034,3.5,"Europe Western"
"Puerto Rico","PRI","2020",13.0909090909091,-4.1808743093346,51.2457084655762,0.435303300619125,31.238,-0.0160306729376316,2.5,"Latin America & Caribbean"
"Qatar","QAT","2020",9.75609756097561,-3.5576039896784,32.5724906921387,0.66954380273819,59.791,0.754299998283386,3.5,"Asia"
"Romania","ROU","2020",21.8844984802432,-3.67751079121797,47.4076995849609,0.508895397186279,45.428,-0.0982428416609764,4.5,"Europe Eastern"
"Russian Federation","RUS","2020",15.7777777777778,-2.65365450102773,51.947380065918,-0.667409420013428,54.807,-0.929947912693024,2.5,"Asia"
"Rwanda","RWA","2020",61.25,-3.37369377003786,2.22266006469727,0.0694212764501572,56.633,0.528032600879669,4.5,"Africa"
"Samoa","WSM","2020",10,-3.10844401053139,14.4387998580933,1.14607357978821,40.683,0.712194919586182,4,"Oceania"
"San Marino","SMR","2020",33.3333333333333,-6.64791081891327,45.3987693786621,1.1772255897522,65.201,1.26600527763367,4,"Europe Western"
"Sao Tome and Principe","STP","2020",23.6363636363636,2.62485949543812,71.8813705444336,0.489546567201614,37.225,0.119538024067879,3,"Africa"
"Saudi Arabia","SAU","2020",19.8675496688742,-3.58153486307663,59.5216789245605,-0.650508463382721,29.548,0.240839511156082,2.5,"Asia"
"Senegal","SEN","2020",43.030303030303,1.3420737726679,25.4051609039307,-0.143128573894501,37.29,-0.00738583691418171,3.5,"Africa"
"Serbia","SRB","2020",38.8,-0.903218501520755,54.9326095581055,-0.170778825879097,46.456,-0.451218128204346,4.5,"Europe Eastern"
"Seychelles","SYC","2020",24.2424242424242,-11.7398608281732,26.8633499145508,0.701772809028625,59.848,1.38863289356232,3,"Africa"
"Sierra Leone","SLE","2020",12.3287671232877,-1.96848689118619,51.2457084655762,-0.302403092384338,51.018,-0.396271407604218,3,"Africa"
"Singapore","SGP","2020",29.4736842105263,-3.86979893430043,72.5705871582031,1.43841421604156,62.444,2.11831736564636,3,"Asia"
"Slovak Republic","SVK","2020",22.6666666666667,-3.32972320966405,41.2478904724121,0.633921086788177,51.924,0.416197925806046,4,"Europe Eastern"
"Slovenia","SVN","2020",27.7777777777778,-4.24088372175214,57.5616302490234,0.701404273509979,53.197,0.777626574039459,3.5,"Europe Eastern"
"Solomon Islands","SLB","2020",6.38297872340426,-3.3811475409836,75.2202606201172,0.562479496002197,81.506,0.0699475035071373,3,"Oceania"
"Somalia","SOM","2020",24.3636363636364,-2.56308758042714,45.5718193054199,-2.58138513565063,20.882,-1.68851840496063,2,"Africa"
"South Africa","ZAF","2020",46.75,-5.96335818439407,15.4771299362183,-0.252887934446335,48.696,-0.0589598156511784,4,"Africa"
"South Sudan","SSD","2020",28.4595300261097,0.259932915907115,72.5705871582031,-2.19166994094849,69.432,-1.93670582771301,1.5,"Africa"
"Spain","ESP","2020",44,-11.1672978596983,55.3491706848145,0.411397874355316,51.088,0.71118026971817,4,"Europe Western"
"Sri Lanka","LKA","2020",5.38116591928251,-4.62451581633715,15.2254400253296,-0.0891569182276726,31.74,-0.3304543197155,3.5,"Asia"
"St. Kitts and Nevis","KNA","2020",25,-15.3544517590966,77.8389434814453,0.929504930973053,55.303,0.339913368225098,4,"Latin America & Caribbean"
"St. Lucia","LCA","2020",16.6666666666667,-24.5044000000001,10.3292598724365,0.864660143852234,61.856,0.539356708526611,4,"Latin America & Caribbean"
"St. Vincent and the Grenadines","VCT","2020",18.1818181818182,-3.73914599187015,36.8935203552246,1.03254508972168,52.563,0.797710955142975,3.5,"Latin America & Caribbean"
"Suriname","SUR","2020",29.4117647058824,-15.9751917148622,65.2590179443359,0.418793022632599,43.108,-0.46087247133255,3.5,"Latin America & Caribbean"
"Sweden","SWE","2020",46.9914040114613,-2.17021317885872,63.5579681396484,0.99729984998703,61.694,2.09461283683777,4,"Europe Western"
"Switzerland","CHE","2020",41.5,-2.14173720650054,58.2768096923828,1.17615520954132,62.506,2.04560995101929,3,"Europe Western"
"Syrian Arab Republic","SYR","2020",11.2,-0.182330467026262,1.54579997062683,-2.71175765991211,13.219,-1.73549365997314,1.5,"Asia"
"Tajikistan","TJK","2020",23.8095238095238,4.40000111553493,31.737979888916,-0.500084042549133,31,-1.34479832649231,4,"Asia"
"Tanzania","TZA","2020",36.71875,1.99196460647855,59.6117095947266,-0.480818122625351,76.089,-0.408919662237167,3,"Africa"
"Thailand","THA","2020",15.7464212678937,-6.05003846851622,54.908561706543,-0.578276574611664,59.206,-0.483637541532516,3,"Asia"
"Timor-Leste","TLS","2020",38.4615384615385,31.9619188685361,25.4051609039307,0.197355657815933,60.461,-0.339756816625595,3.5,"Asia"
"Togo","TGO","2020",18.6813186813187,1.99215501870344,25.4051609039307,-0.890690088272095,55.414,-0.731193363666534,3.5,"Africa"
"Tonga","TON","2020",7.40740740740741,0.488645323313833,24.0867099761963,1.0890086889267,42.151,-0.344353854656219,3,"Oceania"
"Trinidad and Tobago","TTO","2020",26.1904761904762,-9.07787689348437,58.3586616516113,0.110377036035061,46.722,-0.160587027668953,4.5,"Latin America & Caribbean"
"Tunisia","TUN","2020",24.8847926267281,-8.5918261797364,35.7251014709473,-0.59433114528656,25.243,-0.11665365844965,2.5,"Africa"
"Turkiye","TUR","2020",17.3174872665535,1.85983969001542,44.8023681640625,-1.14386320114136,30.767,-0.361126631498337,2.5,"Asia"
"Turkmenistan","TKM","2020",25,5.89999999999999,54.077018737793,-0.201663821935654,47.642,-1.43377959728241,4,"Asia"
"Tuvalu","TUV","2020",6.25,-4.27493206901397,65.2590179443359,1.21819925308228,56,0.484758734703064,3,"Oceania"
"Uganda","UGA","2020",34.8583877995643,2.95130642218098,6.16258001327515,-0.811034500598907,66.855,-1.06807589530945,3,"Africa"
"Ukraine","UKR","2020",20.8037825059102,-3.75280409994949,45.5718193054199,-1.16391623020172,48.151,-0.831856071949005,2,"Europe Eastern"
"United Arab Emirates","ARE","2020",50,-4.95705243303316,54.9326095581055,0.592546582221985,60.992,1.08254373073578,4,"Asia"
"United Kingdom","GBR","2020",33.8461538461538,-10.3599008187799,59.6117095947266,0.481457024812698,58.607,1.6600604057312,3,"Europe Western"
"United States","USA","2020",27.4647887323944,-2.21346933290643,44.0831909179688,-0.0269290637224913,55.7,1.03821742534637,3.5,"North America"
"Uruguay","URY","2020",21.2121212121212,-7.38009884092411,24.2066307067871,1.05488479137421,54.42,1.3649343252182,4,"Latin America & Caribbean"
"Uzbekistan","UZB","2020",32,1.99558508201379,25.4051609039307,-0.436710476875305,39.481,-1.07281696796417,4.5,"Asia"
"Venezuela, RB","VEN","2020",22.1556886227545,-12.5396664134407,67.2383193969727,-1.55198740959167,38.561,-1.57601821422577,3,"Latin America & Caribbean"
"Viet Nam","VNM","2020",26.7206477732794,2.86541320912272,23.9148006439209,-0.0385358110070229,67.912,-0.37394705414772,4,"Asia"
"Yemen, Rep.","YEM","2020",0.332225913621262,1.99215501870344,1.54579997062683,-2.64764642715454,5.091,-1.71141517162323,1.5,"Asia"
"Zambia","ZMB","2020",16.7664670658683,-2.78505506545167,24.2066307067871,-0.131005376577377,54.436,-0.733920753002167,3,"Africa"
"Zimbabwe","ZWE","2020",31.8518518518519,-7.81695064681365,44.0831909179688,-1.05272817611694,59.848,-1.2879923582077,4,"Africa"
